divipola_municipio,nombre_municipio,nombre_departamento,region,categoria
25823,Topaipí,Cundinamarca,Andina,Sexta
25839,Ubalá,Cundinamarca,Andina,Sexta
25841,Ubaque,Cundinamarca,Andina,Sexta
25843,Villa de San Diego de Ubate,Cundinamarca,Andina,Sexta
25845,Une,Cundinamarca,Andina,Sexta
25851,Útica,Cundinamarca,Andina,Sexta
25862,Vergara,Cundinamarca,Andina,Sexta
25867,Vianí,Cundinamarca,Andina,Sexta
25871,Villagómez,Cundinamarca,Andina,Sexta
25873,Villapinzón,Cundinamarca,Andina,Sexta
25875,Villeta,Cundinamarca,Andina,Sexta
25878,Viotá,Cundinamarca,Andina,Sexta
25885,Yacopí,Cundinamarca,Andina,Sexta
25898,Zipacón,Cundinamarca,Andina,Sexta
25899,Zipaquirá,Cundinamarca,Andina,Sexta
27001,Quibdó,Chocó,Pacífico,Sexta
27006,Acandí,Chocó,Pacífico,Sexta
27025,Alto Baudo,Chocó,Pacífico,Sexta
27050,Atrato,Chocó,Pacífico,Sexta
27073,Bagadó,Chocó,Pacífico,Sexta
27075,Bahía Solano,Chocó,Pacífico,Sexta
27077,Bajo Baudó,Chocó,Pacífico,Sexta
27099,Bojaya,Chocó,Pacífico,Sexta
27135,El Cantón del San Pablo,Chocó,Pacífico,Sexta
27150,Carmen del Darien,Chocó,Pacífico,Sexta
27160,Cértegui,Chocó,Pacífico,Sexta
27205,Condoto,Chocó,Pacífico,Sexta
27245,El Carmen de Atrato,Chocó,Pacífico,Sexta
27250,El Litoral del San Juan,Chocó,Pacífico,Sexta
27361,Istmina,Chocó,Pacífico,Sexta
27372,Juradó,Chocó,Pacífico,Sexta
27413,Lloró,Chocó,Pacífico,Sexta
27425,Medio Atrato,Chocó,Pacífico,Sexta
27430,Medio Baudó,Chocó,Pacífico,Sexta
27450,Medio San Juan,Chocó,Pacífico,Sexta
27491,Nóvita,Chocó,Pacífico,Sexta
27495,Nuquí,Chocó,Pacífico,Sexta
27580,Río Iro,Chocó,Pacífico,Sexta
27600,Río Quito,Chocó,Pacífico,Sexta
27615,Riosucio,Chocó,Pacífico,Sexta
27660,San José del Palmar,Chocó,Pacífico,Sexta
27745,Sipí,Chocó,Pacífico,Sexta
27787,Tadó,Chocó,Pacífico,Sexta
27800,Unguía,Chocó,Pacífico,Sexta
27810,Unión Panamericana,Chocó,Pacífico,Sexta
41001,Neiva,Huila,Andina,Sexta
41006,Acevedo,Huila,Andina,Sexta
41013,Agrado,Huila,Andina,Sexta
41016,Aipe,Huila,Andina,Sexta
41020,Algeciras,Huila,Andina,Sexta
41026,Altamira,Huila,Andina,Sexta
41078,Baraya,Huila,Andina,Sexta
41132,Campoalegre,Huila,Andina,Sexta
41206,Colombia,Huila,Andina,Sexta
41244,Elías,Huila,Andina,Sexta
41298,Garzón,Huila,Andina,Sexta
41306,Gigante,Huila,Andina,Sexta
41319,Guadalupe,Huila,Andina,Sexta
41349,Hobo,Huila,Andina,Sexta
41357,Iquira,Huila,Andina,Sexta
41359,Isnos,Huila,Andina,Sexta
41378,La Argentina,Huila,Andina,Sexta
41396,La Plata,Huila,Andina,Sexta
41483,Nátaga,Huila,Andina,Sexta
41503,Oporapa,Huila,Andina,Sexta
41518,Paicol,Huila,Andina,Sexta
41524,Palermo,Huila,Andina,Sexta
41530,Palestina,Huila,Andina,Sexta
41548,Pital,Huila,Andina,Sexta
41551,Pitalito,Huila,Andina,Sexta
41615,Rivera,Huila,Andina,Sexta
41660,Saladoblanco,Huila,Andina,Sexta
41668,San Agustín,Huila,Andina,Sexta
41676,Santa María,Huila,Andina,Sexta
41770,Suaza,Huila,Andina,Sexta
41791,Tarqui,Huila,Andina,Sexta
41797,Tesalia,Huila,Andina,Sexta
41799,Tello,Huila,Andina,Sexta
41801,Teruel,Huila,Andina,Sexta
41807,Timaná,Huila,Andina,Sexta
41872,Villavieja,Huila,Andina,Sexta
41885,Yaguará,Huila,Andina,Sexta
44001,Riohacha,La Guajira,Caribe,Sexta
44035,Albania,La Guajira,Caribe,Sexta
44078,Barrancas,La Guajira,Caribe,Sexta
44090,Dibulla,La Guajira,Caribe,Sexta
44098,Distracción,La Guajira,Caribe,Sexta
44110,El Molino,La Guajira,Caribe,Sexta
44279,Fonseca,La Guajira,Caribe,Sexta
44378,Hatonuevo,La Guajira,Caribe,Sexta
44420,La Jagua del Pilar,La Guajira,Caribe,Sexta
44430,Maicao,La Guajira,Caribe,Sexta
44560,Manaure,La Guajira,Caribe,Sexta
44650,San Juan del Cesar,La Guajira,Caribe,Sexta
44847,Uribia,La Guajira,Caribe,Sexta
44855,Urumita,La Guajira,Caribe,Sexta
44874,Villanueva,La Guajira,Caribe,Sexta
47001,Santa Marta,Magdalena,Caribe,Sexta
47030,Algarrobo,Magdalena,Caribe,Sexta
47053,Aracataca,Magdalena,Caribe,Sexta
47058,Ariguaní,Magdalena,Caribe,Sexta
47161,Cerro San Antonio,Magdalena,Caribe,Sexta
47170,Chivolo,Magdalena,Caribe,Sexta
47189,Ciénaga,Magdalena,Caribe,Sexta
47205,Concordia,Magdalena,Caribe,Sexta
47245,El Banco,Magdalena,Caribe,Sexta
47258,El Piñon,Magdalena,Caribe,Sexta
47268,El Retén,Magdalena,Caribe,Sexta
47288,Fundación,Magdalena,Caribe,Sexta
47318,Guamal,Magdalena,Caribe,Sexta
47460,Nueva Granada,Magdalena,Caribe,Sexta
47541,Pedraza,Magdalena,Caribe,Sexta
47545,Pijiño del Carmen,Magdalena,Caribe,Sexta
47551,Pivijay,Magdalena,Caribe,Sexta
47555,Plato,Magdalena,Caribe,Sexta
47570,Puebloviejo,Magdalena,Caribe,Sexta
47605,Remolino,Magdalena,Caribe,Sexta
47660,Sabanas de San Angel,Magdalena,Caribe,Sexta
47675,Salamina,Magdalena,Caribe,Sexta
47692,San Sebastián de Buenavista,Magdalena,Caribe,Sexta
47703,San Zenón,Magdalena,Caribe,Sexta
47707,Santa Ana,Magdalena,Caribe,Sexta
47720,Santa Bárbara de Pinto,Magdalena,Caribe,Sexta
47745,Sitionuevo,Magdalena,Caribe,Sexta
47798,Tenerife,Magdalena,Caribe,Sexta
47960,Zapayán,Magdalena,Caribe,Sexta
47980,Zona Bananera,Magdalena,Caribe,Sexta
50001,Villavicencio,Meta,Llanos,Sexta
50006,Acacías,Meta,Llanos,Sexta
50110,Barranca de Upía,Meta,Llanos,Sexta
50124,Cabuyaro,Meta,Llanos,Sexta
50150,Castilla la Nueva,Meta,Llanos,Sexta
50223,Cubarral,Meta,Llanos,Sexta
50226,Cumaral,Meta,Llanos,Sexta
50245,El Calvario,Meta,Llanos,Sexta
50251,El Castillo,Meta,Llanos,Sexta
50270,El Dorado,Meta,Llanos,Sexta
50287,Fuente de Oro,Meta,Llanos,Sexta
50313,Granada,Meta,Llanos,Sexta
50318,Guamal,Meta,Llanos,Sexta
50325,Mapiripán,Meta,Llanos,Sexta
50330,Mesetas,Meta,Llanos,Sexta
50350,La Macarena,Meta,Llanos,Sexta
50370,Uribe,Meta,Llanos,Sexta
50400,Lejanías,Meta,Llanos,Sexta
50450,Puerto Concordia,Meta,Llanos,Sexta
50568,Puerto Gaitán,Meta,Llanos,Sexta
50573,Puerto López,Meta,Llanos,Sexta
50577,Puerto Lleras,Meta,Llanos,Sexta
50590,Puerto Rico,Meta,Llanos,Sexta
50606,Restrepo,Meta,Llanos,Sexta
50680,San Carlos de Guaroa,Meta,Llanos,Sexta
50683,San Juan de Arama,Meta,Llanos,Sexta
50686,San Juanito,Meta,Llanos,Sexta
50689,San Martín,Meta,Llanos,Sexta
50711,Vistahermosa,Meta,Llanos,Sexta
52001,Pasto,Nariño,Pacífico,Sexta
52019,Albán,Nariño,Pacífico,Sexta
52022,Aldana,Nariño,Pacífico,Sexta
52036,Ancuyá,Nariño,Pacífico,Sexta
52051,Arboleda,Nariño,Pacífico,Sexta
52079,Barbacoas,Nariño,Pacífico,Sexta
52083,Belén,Nariño,Pacífico,Sexta
52110,Buesaco,Nariño,Pacífico,Sexta
52203,Colón,Nariño,Pacífico,Sexta
52207,Consaca,Nariño,Pacífico,Sexta
52210,Contadero,Nariño,Pacífico,Sexta
52215,Córdoba,Nariño,Pacífico,Sexta
52224,Cuaspud,Nariño,Pacífico,Sexta
52227,Cumbal,Nariño,Pacífico,Sexta
52233,Cumbitara,Nariño,Pacífico,Sexta
52240,Chachagüí,Nariño,Pacífico,Sexta
52250,El Charco,Nariño,Pacífico,Sexta
52254,El Peñol,Nariño,Pacífico,Sexta
52256,El Rosario,Nariño,Pacífico,Sexta
52258,El Tablón de Gómez,Nariño,Pacífico,Sexta
52260,El Tambo,Nariño,Pacífico,Sexta
52287,Funes,Nariño,Pacífico,Sexta
52317,Guachucal,Nariño,Pacífico,Sexta
52320,Guaitarilla,Nariño,Pacífico,Sexta
52323,Gualmatán,Nariño,Pacífico,Sexta
52352,Iles,Nariño,Pacífico,Sexta
52354,Imués,Nariño,Pacífico,Sexta
52356,Ipiales,Nariño,Pacífico,Sexta
52378,La Cruz,Nariño,Pacífico,Sexta
52381,La Florida,Nariño,Pacífico,Sexta
52385,La Llanada,Nariño,Pacífico,Sexta
52390,La Tola,Nariño,Pacífico,Sexta
52399,La Unión,Nariño,Pacífico,Sexta
52405,Leiva,Nariño,Pacífico,Sexta
52411,Linares,Nariño,Pacífico,Sexta
52418,Los Andes,Nariño,Pacífico,Sexta
52427,Magüi,Nariño,Pacífico,Sexta
52435,Mallama,Nariño,Pacífico,Sexta
52473,Mosquera,Nariño,Pacífico,Sexta
52480,Nariño,Nariño,Pacífico,Sexta
52490,Olaya Herrera,Nariño,Pacífico,Sexta
52506,Ospina,Nariño,Pacífico,Sexta
52520,Francisco Pizarro,Nariño,Pacífico,Sexta
52540,Policarpa,Nariño,Pacífico,Sexta
52560,Potosí,Nariño,Pacífico,Sexta
52565,Providencia,Nariño,Pacífico,Sexta
52573,Puerres,Nariño,Pacífico,Sexta
52585,Pupiales,Nariño,Pacífico,Sexta
52612,Ricaurte,Nariño,Pacífico,Sexta
52621,Roberto Payán,Nariño,Pacífico,Sexta
52678,Samaniego,Nariño,Pacífico,Sexta
52683,Sandoná,Nariño,Pacífico,Sexta
52685,San Bernardo,Nariño,Pacífico,Sexta
52687,San Lorenzo,Nariño,Pacífico,Sexta
52693,San Pablo,Nariño,Pacífico,Sexta
52694,San Pedro de Cartago,Nariño,Pacífico,Sexta
52696,Santa Bárbara,Nariño,Pacífico,Sexta
52699,Santacruz,Nariño,Pacífico,Sexta
52720,Sapuyes,Nariño,Pacífico,Sexta
52786,Taminango,Nariño,Pacífico,Sexta
52788,Tangua,Nariño,Pacífico,Sexta
52835,San Andrés de Tumaco,Nariño,Pacífico,Sexta
52838,Túquerres,Nariño,Pacífico,Sexta
52885,Yacuanquer,Nariño,Pacífico,Sexta
54001,Cúcuta,Norte de Santander,Andina,Especial
54003,Abrego,Norte de Santander,Andina,Sexta
54051,Arboledas,Norte de Santander,Andina,Sexta
54099,Bochalema,Norte de Santander,Andina,Sexta
54109,Bucarasica,Norte de Santander,Andina,Sexta
54125,Cácota,Norte de Santander,Andina,Sexta
54128,Cachirá,Norte de Santander,Andina,Sexta
54172,Chinácota,Norte de Santander,Andina,Sexta
54174,Chitagá,Norte de Santander,Andina,Sexta
54206,Convención,Norte de Santander,Andina,Sexta
54223,Cucutilla,Norte de Santander,Andina,Sexta
54239,Durania,Norte de Santander,Andina,Sexta
54245,El Carmen,Norte de Santander,Andina,Sexta
54250,El Tarra,Norte de Santander,Andina,Sexta
54261,El Zulia,Norte de Santander,Andina,Sexta
54313,Gramalote,Norte de Santander,Andina,Sexta
54344,Hacarí,Norte de Santander,Andina,Sexta
54347,Herrán,Norte de Santander,Andina,Sexta
54377,Labateca,Norte de Santander,Andina,Sexta
54385,La Esperanza,Norte de Santander,Andina,Sexta
54398,La Playa,Norte de Santander,Andina,Sexta
54405,Los Patios,Norte de Santander,Andina,Sexta
54418,Lourdes,Norte de Santander,Andina,Sexta
54480,Mutiscua,Norte de Santander,Andina,Sexta
54498,Ocaña,Norte de Santander,Andina,Sexta
54518,Pamplona,Norte de Santander,Andina,Sexta
54520,Pamplonita,Norte de Santander,Andina,Sexta
54553,Puerto Santander,Norte de Santander,Andina,Sexta
54599,Ragonvalia,Norte de Santander,Andina,Sexta
54660,Salazar,Norte de Santander,Andina,Sexta
54670,San Calixto,Norte de Santander,Andina,Sexta
54673,San Cayetano,Norte de Santander,Andina,Sexta
54680,Santiago,Norte de Santander,Andina,Sexta
54720,Sardinata,Norte de Santander,Andina,Sexta
54743,Silos,Norte de Santander,Andina,Sexta
54800,Teorama,Norte de Santander,Andina,Sexta
54810,Tibú,Norte de Santander,Andina,Sexta
54820,Toledo,Norte de Santander,Andina,Sexta
54871,Villa Caro,Norte de Santander,Andina,Sexta
54874,Villa del Rosario,Norte de Santander,Andina,Sexta
63001,Armenia,Quindío,Andina,Sexta
63111,Buenavista,Quindío,Andina,Sexta
63130,Calarca,Quindío,Andina,Sexta
63190,Circasia,Quindío,Andina,Sexta
63212,Córdoba,Quindío,Andina,Sexta
63272,Filandia,Quindío,Andina,Sexta
63302,Génova,Quindío,Andina,Sexta
63401,La Tebaida,Quindío,Andina,Sexta
63470,Montenegro,Quindío,Andina,Sexta
63548,Pijao,Quindío,Andina,Sexta
63594,Quimbaya,Quindío,Andina,Sexta
63690,Salento,Quindío,Andina,Sexta
66001,Pereira,Risaralda,Andina,Sexta
66045,Apía,Risaralda,Andina,Sexta
66075,Balboa,Risaralda,Andina,Sexta
66088,Belén de Umbría,Risaralda,Andina,Sexta
66170,Dosquebradas,Risaralda,Andina,Sexta
66318,Guática,Risaralda,Andina,Sexta
66383,La Celia,Risaralda,Andina,Sexta
66400,La Virginia,Risaralda,Andina,Sexta
66440,Marsella,Risaralda,Andina,Sexta
66456,Mistrató,Risaralda,Andina,Sexta
66572,Pueblo Rico,Risaralda,Andina,Sexta
66594,Quinchía,Risaralda,Andina,Sexta
66682,Santa Rosa de Cabal,Risaralda,Andina,Sexta
66687,Santuario,Risaralda,Andina,Sexta
68001,Bucaramanga,Santander,Andina,Especial
68013,Aguada,Santander,Andina,Sexta
68020,Albania,Santander,Andina,Sexta
68051,Aratoca,Santander,Andina,Sexta
68077,Barbosa,Santander,Andina,Sexta
68079,Barichara,Santander,Andina,Sexta
68081,Barrancabermeja,Santander,Andina,Sexta
68092,Betulia,Santander,Andina,Sexta
68101,Bolívar,Santander,Andina,Sexta
68121,Cabrera,Santander,Andina,Sexta
68132,California,Santander,Andina,Sexta
68147,Capitanejo,Santander,Andina,Sexta
68152,Carcasí,Santander,Andina,Sexta
68160,Cepitá,Santander,Andina,Sexta
68162,Cerrito,Santander,Andina,Sexta
68167,Charalá,Santander,Andina,Sexta
68169,Charta,Santander,Andina,Sexta
68176,Chima,Santander,Andina,Sexta
68179,Chipatá,Santander,Andina,Sexta
68190,Cimitarra,Santander,Andina,Sexta
68207,Concepción,Santander,Andina,Sexta
68209,Confines,Santander,Andina,Sexta
68211,Contratación,Santander,Andina,Sexta
68217,Coromoro,Santander,Andina,Sexta
68229,Curití,Santander,Andina,Sexta
68235,El Carmen de Chucurí,Santander,Andina,Sexta
68245,El Guacamayo,Santander,Andina,Sexta
68250,El Peñón,Santander,Andina,Sexta
68255,El Playón,Santander,Andina,Sexta
68264,Encino,Santander,Andina,Sexta
68266,Enciso,Santander,Andina,Sexta
68271,Florián,Santander,Andina,Sexta
68276,Floridablanca,Santander,Andina,Sexta
68296,Galán,Santander,Andina,Sexta
68298,Gambita,Santander,Andina,Sexta
68307,Girón,Santander,Andina,Sexta
68318,Guaca,Santander,Andina,Sexta
68320,Guadalupe,Santander,Andina,Sexta
68322,Guapotá,Santander,Andina,Sexta
68324,Guavatá,Santander,Andina,Sexta
68327,Güepsa,Santander,Andina,Sexta
68344,Hato,Santander,Andina,Sexta
68368,Jesús María,Santander,Andina,Sexta
68370,Jordán,Santander,Andina,Sexta
68377,La Belleza,Santander,Andina,Sexta
68385,Landázuri,Santander,Andina,Sexta
68397,La Paz,Santander,Andina,Sexta
68406,Lebríja,Santander,Andina,Sexta
68418,Los Santos,Santander,Andina,Sexta
68425,Macaravita,Santander,Andina,Sexta
68432,Málaga,Santander,Andina,Sexta
68444,Matanza,Santander,Andina,Sexta
68464,Mogotes,Santander,Andina,Sexta
68468,Molagavita,Santander,Andina,Sexta
68498,Ocamonte,Santander,Andina,Sexta
68500,Oiba,Santander,Andina,Sexta
68502,Onzaga,Santander,Andina,Sexta
68522,Palmar,Santander,Andina,Sexta
68524,Palmas del Socorro,Santander,Andina,Sexta
68533,Páramo,Santander,Andina,Sexta
68547,Piedecuesta,Santander,Andina,Sexta
68549,Pinchote,Santander,Andina,Sexta
68572,Puente Nacional,Santander,Andina,Sexta
68573,Puerto Parra,Santander,Andina,Sexta
68575,Puerto Wilches,Santander,Andina,Sexta
68615,Rionegro,Santander,Andina,Sexta
68655,Sabana de Torres,Santander,Andina,Sexta
68669,San Andrés,Santander,Andina,Sexta
68673,San Benito,Santander,Andina,Sexta
68679,San Gil,Santander,Andina,Sexta
68682,San Joaquín,Santander,Andina,Sexta
68684,San José de Miranda,Santander,Andina,Sexta
68686,San Miguel,Santander,Andina,Sexta
68689,San Vicente de Chucurí,Santander,Andina,Sexta
68705,Santa Bárbara,Santander,Andina,Sexta
68720,Santa Helena del Opón,Santander,Andina,Sexta
68745,Simacota,Santander,Andina,Sexta
68755,Socorro,Santander,Andina,Sexta
68770,Suaita,Santander,Andina,Sexta
68773,Sucre,Santander,Andina,Sexta
68780,Suratá,Santander,Andina,Sexta
68820,Tona,Santander,Andina,Sexta
68855,Valle de San José,Santander,Andina,Sexta
68861,Vélez,Santander,Andina,Sexta
68867,Vetas,Santander,Andina,Sexta
68872,Villanueva,Santander,Andina,Sexta
68895,Zapatoca,Santander,Andina,Sexta
70001,Sincelejo,Sucre,Caribe,Sexta
70110,Buenavista,Sucre,Caribe,Sexta
70124,Caimito,Sucre,Caribe,Sexta
70204,Coloso,Sucre,Caribe,Sexta
70215,Corozal,Sucre,Caribe,Sexta
70221,Coveñas,Sucre,Caribe,Sexta
70230,Chalán,Sucre,Caribe,Sexta
70233,El Roble,Sucre,Caribe,Sexta
70235,Galeras,Sucre,Caribe,Sexta
70265,Guaranda,Sucre,Caribe,Sexta
70400,La Unión,Sucre,Caribe,Sexta
70418,Los Palmitos,Sucre,Caribe,Sexta
70429,Majagual,Sucre,Caribe,Sexta
70473,Morroa,Sucre,Caribe,Sexta
70508,Ovejas,Sucre,Caribe,Sexta
70523,Palmito,Sucre,Caribe,Sexta
70670,Sampués,Sucre,Caribe,Sexta
70678,San Benito Abad,Sucre,Caribe,Sexta
70702,San Juan de Betulia,Sucre,Caribe,Sexta
70708,San Marcos,Sucre,Caribe,Sexta
70713,San Onofre,Sucre,Caribe,Sexta
70717,San Pedro,Sucre,Caribe,Sexta
70742,San Luis de Sincé,Sucre,Caribe,Sexta
70771,Sucre,Sucre,Caribe,Sexta
70820,Santiago de Tolú,Sucre,Caribe,Sexta
70823,Tolú Viejo,Sucre,Caribe,Sexta
73001,Ibagué,Tolima,Andina,Sexta
73024,Alpujarra,Tolima,Andina,Sexta
73026,Alvarado,Tolima,Andina,Sexta
73030,Ambalema,Tolima,Andina,Sexta
73043,Anzoátegui,Tolima,Andina,Sexta
73055,Armero,Tolima,Andina,Sexta
73067,Ataco,Tolima,Andina,Sexta
73124,Cajamarca,Tolima,Andina,Sexta
73148,Carmen de Apicalá,Tolima,Andina,Sexta
73152,Casabianca,Tolima,Andina,Sexta
73168,Chaparral,Tolima,Andina,Sexta
73200,Coello,Tolima,Andina,Sexta
73217,Coyaima,Tolima,Andina,Sexta
73226,Cunday,Tolima,Andina,Sexta
73236,Dolores,Tolima,Andina,Sexta
73268,Espinal,Tolima,Andina,Sexta
73270,Falan,Tolima,Andina,Sexta
73275,Flandes,Tolima,Andina,Sexta
73283,Fresno,Tolima,Andina,Sexta
73319,Guamo,Tolima,Andina,Sexta
73347,Herveo,Tolima,Andina,Sexta
73349,Honda,Tolima,Andina,Sexta
73352,Icononzo,Tolima,Andina,Sexta
73408,Lérida,Tolima,Andina,Sexta
73411,Líbano,Tolima,Andina,Sexta
73443,Mariquita,Tolima,Andina,Sexta
73449,Melgar,Tolima,Andina,Sexta
73461,Murillo,Tolima,Andina,Sexta
73483,Natagaima,Tolima,Andina,Sexta
73504,Ortega,Tolima,Andina,Sexta
73520,Palocabildo,Tolima,Andina,Sexta
73547,Piedras,Tolima,Andina,Sexta
73555,Planadas,Tolima,Andina,Sexta
73563,Prado,Tolima,Andina,Sexta
73585,Purificación,Tolima,Andina,Sexta
73616,Rioblanco,Tolima,Andina,Sexta
73622,Roncesvalles,Tolima,Andina,Sexta
73624,Rovira,Tolima,Andina,Sexta
73671,Saldaña,Tolima,Andina,Sexta
73675,San Antonio,Tolima,Andina,Sexta
73678,San Luis,Tolima,Andina,Sexta
73686,Santa Isabel,Tolima,Andina,Sexta
73770,Suárez,Tolima,Andina,Sexta
73854,Valle de San Juan,Tolima,Andina,Sexta
73861,Venadillo,Tolima,Andina,Sexta
73870,Villahermosa,Tolima,Andina,Sexta
73873,Villarrica,Tolima,Andina,Sexta
76001,Cali,Valle del Cauca,Pacífico,Especial
76020,Alcalá,Valle del Cauca,Pacífico,Sexta
76036,Andalucía,Valle del Cauca,Pacífico,Sexta
76041,Ansermanuevo,Valle del Cauca,Pacífico,Sexta
76054,Argelia,Valle del Cauca,Pacífico,Sexta
76100,Bolívar,Valle del Cauca,Pacífico,Sexta
76109,Buenaventura,Valle del Cauca,Pacífico,Sexta
76111,Guadalajara de Buga,Valle del Cauca,Pacífico,Sexta
76113,Bugalagrande,Valle del Cauca,Pacífico,Sexta
76122,Caicedonia,Valle del Cauca,Pacífico,Sexta
76126,Calima,Valle del Cauca,Pacífico,Sexta
76130,Candelaria,Valle del Cauca,Pacífico,Sexta
76147,Cartago,Valle del Cauca,Pacífico,Sexta
76233,Dagua,Valle del Cauca,Pacífico,Sexta
76243,El Águila,Valle del Cauca,Pacífico,Sexta
76246,El Cairo,Valle del Cauca,Pacífico,Sexta
76248,El Cerrito,Valle del Cauca,Pacífico,Sexta
76250,El Dovio,Valle del Cauca,Pacífico,Sexta
76275,Florida,Valle del Cauca,Pacífico,Sexta
76306,Ginebra,Valle del Cauca,Pacífico,Sexta
76318,Guacarí,Valle del Cauca,Pacífico,Sexta
76364,Jamundí,Valle del Cauca,Pacífico,Sexta
76377,La Cumbre,Valle del Cauca,Pacífico,Sexta
76400,La Unión,Valle del Cauca,Pacífico,Sexta
76403,La Victoria,Valle del Cauca,Pacífico,Sexta
76497,Obando,Valle del Cauca,Pacífico,Sexta
76520,Palmira,Valle del Cauca,Pacífico,Sexta
76563,Pradera,Valle del Cauca,Pacífico,Sexta
76606,Restrepo,Valle del Cauca,Pacífico,Sexta
76616,Riofrío,Valle del Cauca,Pacífico,Sexta
76622,Roldanillo,Valle del Cauca,Pacífico,Sexta
76670,San Pedro,Valle del Cauca,Pacífico,Sexta
76736,Sevilla,Valle del Cauca,Pacífico,Sexta
76823,Toro,Valle del Cauca,Pacífico,Sexta
76828,Trujillo,Valle del Cauca,Pacífico,Sexta
76834,Tuluá,Valle del Cauca,Pacífico,Sexta
76845,Ulloa,Valle del Cauca,Pacífico,Sexta
76863,Versalles,Valle del Cauca,Pacífico,Sexta
76869,Vijes,Valle del Cauca,Pacífico,Sexta
76890,Yotoco,Valle del Cauca,Pacífico,Sexta
76892,Yumbo,Valle del Cauca,Pacífico,Sexta
76895,Zarzal,Valle del Cauca,Pacífico,Sexta
81001,Arauca,Arauca,Llanos,Sexta
81065,Arauquita,Arauca,Llanos,Sexta
81220,Cravo Norte,Arauca,Llanos,Sexta
81300,Fortul,Arauca,Llanos,Sexta
81591,Puerto Rondón,Arauca,Llanos,Sexta
81736,Saravena,Arauca,Llanos,Sexta
81794,Tame,Arauca,Llanos,Sexta
85001,Yopal,Casanare,Llanos,Sexta
85010,Aguazul,Casanare,Llanos,Sexta
85015,Chameza,Casanare,Llanos,Sexta
85125,Hato Corozal,Casanare,Llanos,Sexta
85136,La Salina,Casanare,Llanos,Sexta
85139,Maní,Casanare,Llanos,Sexta
85162,Monterrey,Casanare,Llanos,Sexta
85225,Nunchía,Casanare,Llanos,Sexta
85230,Orocué,Casanare,Llanos,Sexta
85250,Paz de Ariporo,Casanare,Llanos,Sexta
85263,Pore,Casanare,Llanos,Sexta
85279,Recetor,Casanare,Llanos,Sexta
85300,Sabanalarga,Casanare,Llanos,Sexta
85315,Sácama,Casanare,Llanos,Sexta
85325,San Luis de Palenque,Casanare,Llanos,Sexta
85400,Támara,Casanare,Llanos,Sexta
85410,Tauramena,Casanare,Llanos,Sexta
85430,Trinidad,Casanare,Llanos,Sexta
85440,Villanueva,Casanare,Llanos,Sexta
86001,Mocoa,Putumayo,Amazonia,Sexta
86219,Colón,Putumayo,Amazonia,Sexta
86320,Orito,Putumayo,Amazonia,Sexta
86568,Puerto Asís,Putumayo,Amazonia,Sexta
86569,Puerto Caicedo,Putumayo,Amazonia,Sexta
86571,Puerto Guzmán,Putumayo,Amazonia,Sexta
86573,Leguízamo,Putumayo,Amazonia,Sexta
86749,Sibundoy,Putumayo,Amazonia,Sexta
86755,San Francisco,Putumayo,Amazonia,Sexta
86757,San Miguel,Putumayo,Amazonia,Sexta
86760,Santiago,Putumayo,Amazonia,Sexta
86865,Valle del Guamuez,Putumayo,Amazonia,Sexta
86885,Villagarzón,Putumayo,Amazonia,Sexta
88001,San Andrés,San Andrés y Providencia,Caribe,Sexta
88564,Providencia,San Andrés y Providencia,Caribe,Sexta
91001,Leticia,Amazonas,Amazonia,Sexta
91263,El Encanto (anm),Amazonas,Amazonia,Sexta
91405,La Chorrera (anm),Amazonas,Amazonia,Sexta
91407,La Pedrera (anm),Amazonas,Amazonia,Sexta
91430,La Victoria (anm),Amazonas,Amazonia,Sexta
91460,Miriti - Paraná (anm),Amazonas,Amazonia,Sexta
91530,Puerto Alegría (anm),Amazonas,Amazonia,Sexta
91536,Puerto Arica (anm),Amazonas,Amazonia,Sexta
91540,Puerto Nariño,Amazonas,Amazonia,Sexta
91669,Puerto Santander (anm),Amazonas,Amazonia,Sexta
91798,Tarapacá (anm),Amazonas,Amazonia,Sexta
94001,Inírida,Guainía,Amazonia,Sexta
94343,Barranco Minas (anm),Guainía,Amazonia,Sexta
94663,Mapiripana (anm),Guainía,Amazonia,Sexta
94883,San Felipe (anm),Guainía,Amazonia,Sexta
94884,Puerto Colombia (anm),Guainía,Amazonia,Sexta
94885,La Guadalupe (anm),Guainía,Amazonia,Sexta
94886,Cacahual (anm),Guainía,Amazonia,Sexta
94887,Pana Pana (anm),Guainía,Amazonia,Sexta
94888,Morichal (anm),Guainía,Amazonia,Sexta
95001,San José del Guaviare,Guaviare,Amazonia,Sexta
95015,Calamar,Guaviare,Amazonia,Sexta
95025,El Retorno,Guaviare,Amazonia,Sexta
95200,Miraflores,Guaviare,Amazonia,Sexta
97001,Mitú,Vaupés,Amazonia,Sexta
97161,Caruru,Vaupés,Amazonia,Sexta
97511,Pacoa (anm),Vaupés,Amazonia,Sexta
97666,Taraira,Vaupés,Amazonia,Sexta
97777,Papunaua (anm),Vaupés,Amazonia,Sexta
97889,Yavaraté (anm),Vaupés,Amazonia,Sexta
99001,Puerto Carreño,Vichada,Llanos,Sexta
99524,La Primavera,Vichada,Llanos,Sexta
99624,Santa Rosalía,Vichada,Llanos,Sexta
99773,Cumaribo,Vichada,Llanos,Sexta
